batch_size,embedding_size,num_heads,num_layers,total_num_parameters,OOM,build_time(ms)
5,1536,24,28,1186813440.0,no,388.2110118865967
1,1536,24,29,1215128064.0,no,458.8770866394043
2,1536,24,29,1215128064.0,no,392.9636478424072
3,1536,24,29,1215128064.0,no,459.2268466949463
4,1536,24,29,1215128064.0,no,383.1171989440918
5,1536,24,29,1215128064.0,no,457.674503326416
1,1536,24,30,1243442688.0,no,386.90829277038574
2,1536,24,30,1243442688.0,no,388.3943557739258
3,1536,24,30,1243442688.0,no,459.5210552215576
4,1536,24,30,1243442688.0,no,393.24378967285156
5,1536,24,30,1243442688.0,no,456.65574073791504
1,1536,24,31,1271757312.0,no,391.82281494140625
2,1536,24,31,1271757312.0,no,453.5105228424072
3,1536,24,31,1271757312.0,no,389.24598693847656
4,1536,24,31,1271757312.0,no,453.02486419677734
5,1536,24,31,1271757312.0,no,385.1490020751953
1,1536,24,32,1300071936.0,no,386.3954544067383
2,1536,24,32,1300071936.0,no,451.6935348510742
3,1536,24,32,1300071936.0,no,383.4061622619629
4,1536,24,32,1300071936.0,no,451.04289054870605
5,1536,24,32,1300071936.0,no,386.821985244751
1,512,32,25,216557056.0,no,597.8903770446777
2,512,32,25,216557056.0,no,391.1256790161133
3,512,32,25,216557056.0,no,387.08972930908203
4,512,32,25,216557056.0,no,450.84214210510254
5,512,32,25,216557056.0,no,388.5788917541504
1,512,32,26,219965952.0,no,462.4507427215576
2,512,32,26,219965952.0,no,394.32239532470703
3,512,32,26,219965952.0,no,464.6463394165039
4,512,32,26,219965952.0,no,394.9306011199951
5,512,32,26,219965952.0,no,393.9812183380127
1,512,32,27,223374848.0,no,463.8216495513916
2,512,32,27,223374848.0,no,394.66333389282227
3,512,32,27,223374848.0,no,460.3438377380371
4,512,32,27,223374848.0,no,411.12494468688965
5,512,32,27,223374848.0,no,458.19830894470215
1,512,32,28,226783744.0,no,409.96265411376953
2,512,32,28,226783744.0,no,390.14720916748047
3,512,32,28,226783744.0,no,467.64659881591797
4,512,32,28,226783744.0,no,386.3499164581299
5,512,32,28,226783744.0,no,453.0799388885498
1,512,32,29,230192640.0,no,389.46008682250977
2,512,32,29,230192640.0,no,463.40131759643555
3,512,32,29,230192640.0,no,392.9746150970459
4,512,32,29,230192640.0,no,387.6779079437256
5,512,32,29,230192640.0,no,455.7175636291504
1,512,32,30,233601536.0,no,382.7953338623047
2,512,32,30,233601536.0,no,451.65061950683594
3,512,32,30,233601536.0,no,396.4664936065674
4,512,32,30,233601536.0,no,455.2304744720459
5,512,32,30,233601536.0,no,395.1294422149658
1,512,32,31,237010432.0,no,480.68928718566895
2,512,32,31,237010432.0,no,407.47666358947754
3,512,32,31,237010432.0,no,403.99932861328125
4,512,32,31,237010432.0,no,462.6638889312744
5,512,32,31,237010432.0,no,391.7818069458008
1,512,32,32,240419328.0,no,464.796781539917
2,512,32,32,240419328.0,no,394.4733142852783
3,512,32,32,240419328.0,no,454.64372634887695
4,512,32,32,240419328.0,no,390.51294326782227
5,512,32,32,240419328.0,no,388.2791996002197
1,768,32,25,373987584.0,no,450.620174407959
2,768,32,25,373987584.0,no,382.2946548461914
3,768,32,25,373987584.0,no,468.95527839660645
4,768,32,25,373987584.0,no,393.0521011352539
5,768,32,25,373987584.0,no,457.05676078796387
1,768,32,26,381067008.0,no,393.2311534881592
2,768,32,26,381067008.0,no,387.9549503326416
3,768,32,26,381067008.0,no,464.8258686065674
4,768,32,26,381067008.0,no,388.0901336669922
5,768,32,26,381067008.0,no,464.59317207336426
1,768,32,27,388146432.0,no,403.139591217041
2,768,32,27,388146432.0,no,456.7866325378418
3,768,32,27,388146432.0,no,394.35863494873047
4,768,32,27,388146432.0,no,390.49386978149414
5,768,32,27,388146432.0,no,464.30373191833496
1,768,32,28,395225856.0,no,387.23301887512207
2,768,32,28,395225856.0,no,459.428071975708
3,768,32,28,395225856.0,no,393.62478256225586
4,768,32,28,395225856.0,no,454.6928405761719
5,768,32,28,395225856.0,no,389.61195945739746
1,768,32,29,402305280.0,no,388.19050788879395
2,768,32,29,402305280.0,no,460.0510597229004
3,768,32,29,402305280.0,no,387.13526725769043
4,768,32,29,402305280.0,no,465.78145027160645
5,768,32,29,402305280.0,no,385.7228755950928
1,768,32,30,409384704.0,no,459.1951370239258
2,768,32,30,409384704.0,no,391.8795585632324
3,768,32,30,409384704.0,no,383.73398780822754
4,768,32,30,409384704.0,no,457.8402042388916
5,768,32,30,409384704.0,no,387.1338367462158
1,768,32,31,416464128.0,no,462.51964569091797
2,768,32,31,416464128.0,no,395.3690528869629
3,768,32,31,416464128.0,no,465.9430980682373
4,768,32,31,416464128.0,no,392.90690422058105
5,768,32,31,416464128.0,no,470.7489013671875
1,768,32,32,423543552.0,no,394.84167098999023
2,768,32,32,423543552.0,no,390.38944244384766
3,768,32,32,423543552.0,no,478.54137420654297
4,768,32,32,423543552.0,no,396.0986137390137
5,768,32,32,423543552.0,no,471.99106216430664
1,1024,32,25,583846912.0,no,393.59235763549805
2,1024,32,25,583846912.0,no,457.4465751647949
3,1024,32,25,583846912.0,no,386.34324073791504
4,1024,32,25,583846912.0,no,384.2775821685791
5,1024,32,25,583846912.0,no,455.07359504699707
1,1024,32,26,596694016.0,no,385.04481315612793
2,1024,32,26,596694016.0,no,453.09996604919434
3,1024,32,26,596694016.0,no,384.87815856933594
4,1024,32,26,596694016.0,no,463.775634765625
5,1024,32,26,596694016.0,no,390.9478187561035
1,1024,32,27,609541120.0,no,390.97046852111816
2,1024,32,27,609541120.0,no,459.05423164367676
3,1024,32,27,609541120.0,no,392.37141609191895
4,1024,32,27,609541120.0,no,474.0612506866455
5,1024,32,27,609541120.0,no,386.2123489379883
1,1024,32,28,622388224.0,no,459.3818187713623
2,1024,32,28,622388224.0,no,388.3216381072998
3,1024,32,28,622388224.0,no,384.4716548919678
4,1024,32,28,622388224.0,no,459.3486785888672
5,1024,32,28,622388224.0,no,384.4630718231201
1,1024,32,29,635235328.0,no,455.89590072631836
2,1024,32,29,635235328.0,no,389.33563232421875
3,1024,32,29,635235328.0,no,460.2010250091553
4,1024,32,29,635235328.0,no,387.10546493530273
5,1024,32,29,635235328.0,no,383.03565979003906
1,1024,32,30,648082432.0,no,459.02132987976074
2,1024,32,30,648082432.0,no,387.8600597381592
3,1024,32,30,648082432.0,no,455.05642890930176
4,1024,32,30,648082432.0,no,391.42894744873047
5,1024,32,30,648082432.0,no,464.2946720123291
1,1024,32,31,660929536.0,no,389.7819519042969
2,1024,32,31,660929536.0,no,455.7216167449951
3,1024,32,31,660929536.0,no,390.97094535827637
4,1024,32,31,660929536.0,no,383.251428604126
5,1024,32,31,660929536.0,no,453.05776596069336
1,1024,32,32,673776640.0,no,388.2567882537842
2,1024,32,32,673776640.0,no,458.41026306152344
3,1024,32,32,673776640.0,no,386.45029067993164
4,1024,32,32,673776640.0,no,456.00247383117676
5,1024,32,32,673776640.0,no,387.1638774871826
1,1536,32,25,1101869568.0,no,403.2902717590332
2,1536,32,25,1101869568.0,no,481.24170303344727
3,1536,32,25,1101869568.0,no,395.8561420440674
4,1536,32,25,1101869568.0,no,490.11707305908203
5,1536,32,25,1101869568.0,no,392.1217918395996
1,1536,32,26,1130184192.0,no,463.503360748291
2,1536,32,26,1130184192.0,no,389.97435569763184
3,1536,32,26,1130184192.0,no,389.3616199493408
4,1536,32,26,1130184192.0,no,465.3947353363037
5,1536,32,26,1130184192.0,no,396.1224555969238
1,1536,32,27,1158498816.0,no,469.91896629333496
2,1536,32,27,1158498816.0,no,404.9410820007324
3,1536,32,27,1158498816.0,no,462.5275135040283
4,1536,32,27,1158498816.0,no,389.3706798553467
5,1536,32,27,1158498816.0,no,392.64512062072754
1,1536,32,28,1186813440.0,no,459.3541622161865
2,1536,32,28,1186813440.0,no,392.75050163269043
3,1536,32,28,1186813440.0,no,474.0269184112549
4,1536,32,28,1186813440.0,no,398.7548351287842
5,1536,32,28,1186813440.0,no,468.8749313354492
1,1536,32,29,1215128064.0,no,394.1347599029541
2,1536,32,29,1215128064.0,no,389.9364471435547
3,1536,32,29,1215128064.0,no,458.09173583984375
4,1536,32,29,1215128064.0,no,394.78158950805664
5,1536,32,29,1215128064.0,no,461.84444427490234
1,1536,32,30,1243442688.0,no,399.6405601501465
2,1536,32,30,1243442688.0,no,457.80324935913086
3,1536,32,30,1243442688.0,no,396.00324630737305
4,1536,32,30,1243442688.0,no,470.15881538391113
5,1536,32,30,1243442688.0,no,386.4471912384033
1,1536,32,31,1271757312.0,no,388.25058937072754
2,1536,32,31,1271757312.0,no,464.5123481750488
3,1536,32,31,1271757312.0,no,387.5133991241455
4,1536,32,31,1271757312.0,no,468.2481288909912
5,1536,32,31,1271757312.0,no,400.4340171813965
1,1536,32,32,1300071936.0,no,460.7975482940674
2,1536,32,32,1300071936.0,no,408.0688953399658
3,1536,32,32,1300071936.0,no,391.83640480041504
4,1536,32,32,1300071936.0,no,456.3429355621338
5,1536,32,32,1300071936.0,no,395.44153213500977
1,2048,32,25,1809946624.0,no,462.82362937927246
2,2048,32,25,1809946624.0,no,392.87853240966797
3,2048,32,25,1809946624.0,no,461.12060546875
4,2048,32,25,1809946624.0,no,392.5321102142334
5,2048,32,25,1809946624.0,no,390.2738094329834
1,2048,32,26,1861330944.0,no,449.9838352203369
2,2048,32,26,1861330944.0,no,383.74805450439453
3,2048,32,26,1861330944.0,no,456.9287300109863
4,2048,32,26,1861330944.0,no,385.68663597106934
5,2048,32,26,1861330944.0,no,458.35232734680176
1,2048,32,27,1912715264.0,no,382.40814208984375
2,2048,32,27,1912715264.0,no,384.13524627685547
3,2048,32,27,1912715264.0,no,462.7852439880371
4,2048,32,27,1912715264.0,no,397.3357677459717
5,2048,32,27,1912715264.0,no,458.97817611694336
1,2048,32,28,1964099584.0,no,388.11230659484863
2,2048,32,28,1964099584.0,no,456.54940605163574
3,2048,32,28,1964099584.0,no,389.240026473999
4,2048,32,28,1964099584.0,no,388.6256217956543
5,2048,32,28,1964099584.0,no,454.67567443847656
1,2048,32,29,2015483904.0,no,381.9727897644043
2,2048,32,29,2015483904.0,no,453.5346031188965
3,2048,32,29,2015483904.0,no,387.6802921295166
4,2048,32,29,2015483904.0,no,463.38891983032227
5,2048,32,29,2015483904.0,no,390.1329040527344
1,2048,32,30,2066868224.0,no,389.8029327392578
2,2048,32,30,2066868224.0,no,451.2906074523926
3,2048,32,30,2066868224.0,no,385.6627941131592
4,2048,32,30,2066868224.0,no,460.47091484069824
5,2048,32,30,2066868224.0,no,397.5367546081543
1,2048,32,31,2118252544.0,no,478.47580909729004
2,2048,32,31,2118252544.0,no,396.4509963989258
3,2048,32,31,2118252544.0,no,450.3936767578125
4,2048,32,31,2118252544.0,no,391.65306091308594
5,2048,32,31,2118252544.0,no,389.1754150390625
1,2048,32,32,2169636864.0,no,458.5092067718506
2,2048,32,32,2169636864.0,no,392.03500747680664
3,2048,32,32,2169636864.0,no,457.7770233154297
4,2048,32,32,2169636864.0,no,386.1703872680664
5,2048,32,32,2169636864.0,no,461.5328311920166
1,4096,32,25,6110261248.0,no,394.98138427734375
2,4096,32,25,,yes,
3,4096,32,25,,yes,
4,4096,32,25,,yes,
5,4096,32,25,,yes,
1,4096,32,26,,yes,
2,4096,32,26,,yes,
3,4096,32,26,,yes,
4,4096,32,26,,yes,
5,4096,32,26,,yes,
1,4096,32,27,,yes,
2,4096,32,27,,yes,
3,4096,32,27,,yes,
4,4096,32,27,,yes,
5,4096,32,27,,yes,
1,4096,32,28,,yes,
2,4096,32,28,,yes,
3,4096,32,28,,yes,
4,4096,32,28,,yes,
5,4096,32,28,,yes,
1,4096,32,29,,yes,
2,4096,32,29,,yes,
3,4096,32,29,,yes,
4,4096,32,29,,yes,
5,4096,32,29,,yes,
1,4096,32,30,,yes,
2,4096,32,30,,yes,
3,4096,32,30,,yes,
4,4096,32,30,,yes,
5,4096,32,30,,yes,
1,4096,32,31,,yes,
2,4096,32,31,,yes,
3,4096,32,31,,yes,
4,4096,32,31,,yes,
5,4096,32,31,,yes,
1,4096,32,32,,yes,
2,4096,32,32,,yes,
3,4096,32,32,,yes,
4,4096,32,32,,yes,
5,4096,32,32,,yes,
